Escherichia coli 55989 chromosome, complete genome - 1..5154862
4755 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
2172539..2172775	-	78	218695512	-	EC55989_2126	-	-	phage tail protein E'
2172703..2173077	-	124	218695513	-	EC55989_2127	-	-	phage tail protein E
2173133..2173645	-	170	218695514	fII	EC55989_2128	-	COG3498R	Major tail tube protein FII
2173645..2174829	-	394	218695515	fI	EC55989_2129	-	COG3497R	Major tail sheath protein FI
2174855..2176096	+	413	218695516	D	EC55989_2130	-	COG3500R	Gene late control D protein
2176920..2177315	-	131	218695517	-	EC55989_2131	-	-	hypothetical protein
2178194..2178742	-	182	218695518	pgsA	EC55989_2132	-	COG0558I	phosphatidylglycerophosphate synthetase
2178799..2180631	-	610	218695519	uvrC	EC55989_2133	-	COG0322L	excinuclease ABC subunit C
2180628..2181284	-	218	218695520	uvrY	EC55989_2134	-	COG2197TK	response regulator
2181580..2181756	+	58	218695521	-	EC55989_2135	-	-	hypothetical protein
2181743..2181967	+	74	218695522	yecF	EC55989_2136	-	-	hypothetical protein
2182035..2182757	-	240	218695523	sdiA	EC55989_2137	-	COG2771K	DNA-binding transcriptional activator SdiA
2182987..2183739	-	250	218695524	yecC	EC55989_2138	-	COG1126E	amino-acid ABC transporter ATP-binding protein YecC
2183736..2184404	-	222	218695525	yecS	EC55989_2139	-	COG0765E	transporter subunit: permease component of ABC superfamily transporter
2184419..2185405	-	328	218695526	yedO	EC55989_2140	-	COG2515E	D-cysteine desulfhydrase
2185510..2186310	-	266	218695527	fliY	EC55989_2141	-	COG0834ET	cystine transporter subunit
2186398..2186949	-	183	218695528	fliZ	EC55989_2142	-	-	flagella biosynthesis protein FliZ
2186995..2187714	-	239	218695529	fliA	EC55989_2143	-	COG1191K	flagellar biosynthesis sigma factor
2187878..2188927	-	349	218695530	-	EC55989_2144	-	COG1344N	Flagellin
2189175..2190590	+	471	218695531	fliD	EC55989_2145	-	COG1345N	flagellar capping protein
2190606..2191016	+	136	218695532	fliS	EC55989_2146	-	COG1516NUO	flagellar protein FliS
2191016..2191381	+	121	218695533	fliT	EC55989_2147	-	-	flagellar biosynthesis protein FliT
2191459..2192946	+	495	218695534	amyA	EC55989_2148	-	COG0366G	alpha-amylase
2192980..2193393	-	137	218695535	yedD	EC55989_2149	-	-	hypothetical protein
2193580..2194785	+	401	218695536	yedE	EC55989_2150	-	COG2391R	inner membrane protein
2194782..2195015	+	77	218695537	yedF	EC55989_2151	-	COG0425O	hypothetical protein
2195810..2196379	+	189	218695538	-	EC55989_2153	-	COG1943L	transposase ORF A, IS609 family
2196536..2197333	-	265	218695539	ybcM	EC55989_2154	-	COG2207K	DNA-binding transcriptional regulator; DLP12 prophage
2197343..2197894	-	183	218695540	ybcL	EC55989_2155	-	COG1881R	kinase inhibitor
2198063..2198575	-	170	218695541	emrE	EC55989_2156	-	COG2076P	multidrug efflux protein
2198739..2199053	-	104	218695542	fliE	EC55989_2157	-	COG1677NU	flagellar hook-basal body protein FliE
2199268..2200926	+	552	218695543	fliF	EC55989_2158	-	COG1766NU	flagellar MS-ring protein
2200919..2201914	+	331	218695544	fliG	EC55989_2159	-	COG1536N	flagellar motor switch protein G
2201907..2202593	+	228	218695545	fliH	EC55989_2160	-	COG1317NU	flagellar assembly protein H
2202593..2203966	+	457	218695546	fliI	EC55989_2161	-	COG1157NU	flagellum-specific ATP synthase
2203985..2204428	+	147	218695547	fliJ	EC55989_2162	-	COG2882NUO	flagellar biosynthesis chaperone
2204425..2205552	+	375	218695548	fliK	EC55989_2163	-	COG3144N	flagellar hook-length control protein
2205657..2206121	+	154	218695549	fliL	EC55989_2164	-	COG1580N	flagellar basal body-associated protein FliL
2206126..2207130	+	334	218695550	fliM	EC55989_2165	-	COG1868N	flagellar motor switch protein FliM
2207127..2207540	+	137	218695551	fliN	EC55989_2166	-	COG1886NU	flagellar motor switch protein FliN
2207543..2207908	+	121	218695552	fliO	EC55989_2167	-	COG3190N	flagellar biosynthesis protein FliO
2207908..2208645	+	245	218695553	fliP	EC55989_2168	-	COG1338NU	flagellar biosynthesis protein FliP
2208655..2208924	+	89	218695554	fliQ	EC55989_2169	-	COG1987NU	flagellar biosynthesis protein FliQ
2208933..2209718	+	261	218695555	fliR	EC55989_2170	-	COG1684NU	flagellar biosynthesis protein FliR
2210008..2210631	+	207	218695556	rcsA	EC55989_2171	-	COG2197TK	DNA-binding transcriptional activator, co-regulator with RcsB
2210675..2210863	-	62	218695557	dsrB	EC55989_2172	-	-	hypothetical protein
2211026..2211253	+	75	218695558	yodD	EC55989_2173	-	-	hypothetical protein
2211552..2212367	+	271	218695559	yedP	EC55989_2174	-	COG3769R	mannosyl-3-phosphoglycerate phosphatase
2213979..2214167	-	62	218695560	-	EC55989_2177	-	-	hypothetical protein
2214229..2214411	-	60	218695561	yodC	EC55989_2178	-	COG5475S	hypothetical protein
2214490..2215407	-	305	218695562	yedI	EC55989_2179	-	COG2354S	hypothetical protein
2215580..2216500	+	306	218695563	yedA	EC55989_2180	-	COG5006R	hypothetical protein
2216489..2216959	-	156	218695564	vsr	EC55989_2181	-	COG3727L	DNA mismatch endonuclease of very short patch repair
2216940..2218358	-	472	218695565	dcm	EC55989_2182	-	COG0270L	DNA cytosine methylase
2218425..2219120	-	231	218695566	yedJ	EC55989_2183	-	COG1418R	hypothetical protein
2219160..2219525	-	121	218695567	yedR	EC55989_2184	-	-	inner membrane protein
2221472..2222623	-	383	218695568	insI	EC55989_2188	-	COG2826L	IS30 transposase; KpLE2 phage-like element
2222763..2223581	+	272	218695569	-	EC55989_2189	-	COG2801L	transposase ORF B, IS600
2224087..2224590	-	167	218695570	insB	EC55989_2191	-	COG1662L	IS1 transposase InsAB'
2224509..2224784	-	91	218695571	insA	EC55989_2192	-	COG3677L	IS1 repressor protein InsA
2224870..2225721	+	283	218695572	hchA	EC55989_2193	-	COG0693R	chaperone protein HchA
2225819..2227177	-	452	218695573	yedV	EC55989_2194	-	COG0642T	sensory kinase in two-component regulatory system with YedW
2227177..2227848	-	223	218695574	yedW	EC55989_2195	-	COG0745TK	transcriptional regulatory protein YedW
2227981..2228394	+	137	218695575	yedX	EC55989_2196	-	COG2351R	hypothetical protein
2228503..2229507	+	334	218695576	yedY	EC55989_2197	-	COG2041R	sulfite oxidase subunit YedY
2229508..2230143	+	211	218695577	yedZ	EC55989_2198	-	COG2717S	sulfite oxidase subunit YedZ
2230400..2231050	+	216	218695578	yodA	EC55989_2199	-	COG3443R	hypothetical protein
2231903..2232700	+	265	218695579	yeeI	EC55989_2200	-	COG3228S	hypothetical protein
2233038..2234300	+	420	218695580	int	EC55989_2201	-	COG0582L	integrase
2234494..2235798	-	434	218695581	irp	EC55989_2202	-	COG0147EH	salicylate synthase Irp9
2235826..2237229	-	467	218695582	irp	EC55989_2203	-	COG2814G	yersiniabactin-iron transporter permease YbtX
2237099..2238928	-	609	218695583	irp	EC55989_2204	-	COG1132V	permease and ATP-binding protein of yersiniabactin-iron ABC transporter YbtQ
2238888..2240690	-	600	218695584	irp	EC55989_2205	-	COG1132V	permease and ATP-binding protein of yersiniabactin-iron ABC transporter YbtP
2240857..2241816	+	319	218695585	ybtA	EC55989_2206	-	COG2207K	AraC family transcriptional regulator
2241989..2248114	+	2041	218695586	irp	EC55989_2207	-	COG1020Q	High-molecular-weight nonribosomal peptide/polyketide synthetase 2 (HMWP2)
2248202..2257693	+	3163	218695587	irp	EC55989_2208	-	COG3321Q	High-molecular-weight nonribosomal peptide/polyketide synthetase 1 (HMWP1)
2257630..2258790	+	386	218695588	irp	EC55989_2209	-	COG4693Q	Thiazolinyl-S-HMWP1 reductase YbtU
2258787..2259590	+	267	218695589	irp	EC55989_2210	-	COG3208Q	thioesterase YbtT
2259594..2261171	+	525	218695590	irp	EC55989_2211	-	COG1021Q	salicyl-AMP ligase YbtE
2261302..2263323	+	673	218695591	fyuA	EC55989_2212	-	COG1629P	Yersiniabactin/pesticin outer membrane receptor (IRPC)
2266942..2268057	-	371	218695592	-	EC55989_2217	-	COG0859M	hypothetical protein
2268309..2269625	+	438	218695593	shiA	EC55989_2218	-	COG2814G	shikimate transporter
2269727..2271181	+	484	218695594	amn	EC55989_2219	-	COG0775F	AMP nucleosidase
2271524..2272240	+	238	218695595	yeeN	EC55989_2220	-	COG0217S	hypothetical protein
2272868..2274508	-	546	218695596	yeeO	EC55989_2221	-	COG0534V	hypothetical protein
2274629..2275579	-	316	218695597	cbl	EC55989_2222	-	COG0583K	transcriptional regulator Cbl
2275681..2276598	-	305	218695598	nac	EC55989_2223	-	COG0583K	nitrogen assimilation transcriptional regulator
2277056..2277988	-	310	218695599	erfK	EC55989_2224	-	COG1376S	hypothetical protein
2278053..2279132	-	359	218695600	cobT	EC55989_2225	-	COG2038H	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
2279144..2279887	-	247	218695601	cobS	EC55989_2226	-	COG0368H	cobalamin synthase
2279884..2280429	-	181	218695602	cobU	EC55989_2227	-	COG2087H	adenosylcobinamide kinase
2280894..2281058	-	54	218695603	-	EC55989_2229	-	-	hypothetical protein
2282184..2282300	+	38	218695604	-	EC55989_2231	-	-	hypothetical protein
2282496..2283710	+	404	218695605	-	EC55989_2232	-	COG0524G	carbohydrate kinase
2283724..2284482	+	252	218695606	-	EC55989_2233	-	COG5426S	hypothetical protein
2285507..2286541	+	344	218695607	-	EC55989_2236	-	COG1735R	phosphotriesterase-related protein
2286685..2286909	-	74	218695608	-	EC55989_2238	-	COG0405E	hypothetical protein
2287193..2288572	-	459	218695609	-	EC55989_2240	-	COG3464L	transposase, ISL3 family
2288856..2289353	-	165	218695610	-	EC55989_2241	-	-	hypothetical protein
2289254..2289661	-	135	218695611	-	EC55989_2242	-	-	hypothetical protein
2289915..2290520	-	201	218695612	-	EC55989_2243	-	-	hypothetical protein
2291810..2292217	+	135	218695613	-	EC55989_2244	-	COG3311K	InterPro motifs Prophage CP4-57 regulatory protein (AlpA)
2292296..2292913	+	205	218695614	-	EC55989_2245	-	-	hypothetical protein
2293341..2293601	+	86	218695615	-	EC55989_2246	-	-	hypothetical protein
2293872..2295407	-	511	218695617	-	EC55989_2248	-	COG3436L	transposase ORF 1, IS66 family
2295457..2295804	-	115	218695618	-	EC55989_2249	-	COG3436L	transposase ORF 2, IS66 family
2297740..2298903	+	387	218695619	-	EC55989_2250	-	-	hypothetical protein
2300076..2302472	+	798	218695620	-	EC55989_2253	-	COG1161R	hypothetical protein
2302469..2303374	+	301	218695621	-	EC55989_2254	-	COG3026T	hypothetical protein
2303371..2304441	+	356	218695622	-	EC55989_2255	-	COG1752R	hypothetical protein
2304469..2305260	+	263	218695623	-	EC55989_2256	-	-	hypothetical protein
2305276..2305686	+	136	218695624	-	EC55989_2257	-	-	hypothetical protein
2305907..2306728	+	273	218695625	-	EC55989_2258	-	-	hypothetical protein
2306810..2307289	+	159	218695626	-	EC55989_2259	-	-	antirestriction protein of plasmid origin
2307335..2307781	+	148	218695627	yeeS	EC55989_2260	-	COG2003L	DNA repair protein; CP4-44 prophage
2307844..2308065	+	73	218695628	yeeT	EC55989_2261	-	-	CP4-44 prophage
2308139..2308507	+	122	218695629	yeeU	EC55989_2262	-	-	antitoxin of the YeeV-YeeU toxin-antitoxin system; CP4-44 prophage
2308966..2309160	+	64	218695630	yeeW	EC55989_2264	-	-	CP4-44 prophage
2309601..2309957	+	118	218695631	yoeF	EC55989_2265	-	COG4917E	hypothetical protein
2310058..2310453	-	131	218695632	yeeX	EC55989_2266	-	COG2926S	hypothetical protein
2310559..2311617	-	352	218695633	yeeA	EC55989_2267	-	COG1289S	inner membrane protein
2311815..2312288	-	157	218695634	sbmC	EC55989_2268	-	COG3449L	DNA gyrase inhibitor
2312407..2313573	-	388	218695635	dacD	EC55989_2269	-	COG1686M	D-alanyl-D-alanine carboxypeptidase
2313782..2315209	+	475	218695636	sbcB	EC55989_2270	-	COG2925L	exonuclease I
2315252..2315479	-	75	218695637	yeeD	EC55989_2271	-	COG0425O	hypothetical protein
2315493..2316551	-	352	218695638	yeeE	EC55989_2272	-	COG2391R	inner membrane protein
2316730..2318088	-	452	218695639	yeeF	EC55989_2273	-	COG0531E	amino-acid/amine transporter
2318355..2319284	-	309	218695640	yeeY	EC55989_2274	-	COG0583K	DNA-binding transcriptional regulator
2319330..2320154	-	274	218695641	yeeZ	EC55989_2275	-	COG0451MG	epimerase, with NAD(P)-binding Rossmann-fold domain
2320237..2320491	-	84	218695642	yoeB	EC55989_2276	-	COG4115S	toxin of the YoeB-YefM toxin-antitoxin system
2320488..2320739	-	83	218695643	yefM	EC55989_2277	-	COG2161D	antitoxin YefM
2321219..2322118	+	299	218695645	hisG	EC55989_2278	-	COG0040E	ATP phosphoribosyltransferase
2322124..2323428	+	434	218695646	hisD	EC55989_2279	-	COG0141E	histidinol dehydrogenase
2323425..2324495	+	356	218695647	hisC	EC55989_2280	-	COG0079E	histidinol-phosphate aminotransferase
2324495..2325562	+	355	218695648	hisB	EC55989_2281	-	COG0131E	imidazole glycerol-phosphate dehydratase/histidinol phosphatase
2325562..2326152	+	196	218695649	hisH	EC55989_2282	-	COG0118E	imidazole glycerol phosphate synthase subunit HisH
2326152..2326889	+	245	218695650	hisA	EC55989_2283	-	COG0106E	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
2326871..2327647	+	258	218695651	hisF	EC55989_2284	-	COG0107E	imidazole glycerol phosphate synthase subunit HisF
2327641..2328252	+	203	218695652	hisI	EC55989_2285	-	COG0139E	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase
2328350..2329330	-	326	218695653	cld	EC55989_2286	-	COG3765M	regulator of length of O-antigen component of lipopolysaccharide chains
2329474..2330640	-	388	218695654	ugd	EC55989_2287	-	COG1004M	UDP-glucose 6-dehydrogenase
2330888..2332294	-	468	218695655	gnd	EC55989_2288	-	COG0362G	6-phosphogluconate dehydrogenase
2332415..2333233	-	272	218695656	-	EC55989_2289	-	COG1215M	glycosyl transferase family protein
2333246..2334541	-	431	218695657	-	EC55989_2290	-	COG2244R	Wzx
2334523..2335746	-	407	218695658	-	EC55989_2291	-	COG0438M	WbwB
2336861..2337811	-	316	218695659	-	EC55989_2292	-	-	hypothetical protein
2337896..2339059	-	387	218695660	-	EC55989_2293	-	COG0381M	NnaA
2339056..2340321	-	421	218695661	-	EC55989_2294	-	COG1083M	NnaC
2340327..2341367	-	346	218695662	-	EC55989_2295	-	COG2089M	NnaB
2341372..2341992	-	206	218695663	-	EC55989_2296	-	COG1045E	WckD
2342353..2343246	-	297	218695664	galF	EC55989_2297	-	COG1210M	UTP-glucose-1-phosphate uridylyltransferase
2343489..2344484	-	331	218695665	gne	EC55989_2298	-	COG0451MG	UDP-N-acetylglucosamine 4-epimerase (UDP-GlcNAc 4-epimerase)
2344642..2346036	-	464	218695666	wcaM	EC55989_2299	-	COG0482J	colanic acid biosynthesis protein
2346047..2347267	-	406	218695667	wcaL	EC55989_2300	-	COG0438M	glycosyl transferase family protein
2347264..2348544	-	426	218695668	wcaK	EC55989_2301	-	COG2327S	pyruvyl transferase
2348829..2350307	-	492	218695669	wzxC	EC55989_2302	-	COG2244R	colanic acid exporter
2350309..2351703	-	464	218695670	wcaJ	EC55989_2303	-	COG2148M	UDP-glucose lipid carrier transferase
2351758..2353128	-	456	218695671	cpsG	EC55989_2304	-	COG1109G	phosphomannomutase
2353497..2354933	-	478	218695672	cpsB	EC55989_2305	-	COG0836M	mannose-1-phosphate guanylyltransferase
2354936..2356159	-	407	218695673	wcaI	EC55989_2306	-	COG0438M	glycosyl transferase family protein
2356156..2356635	-	159	218695674	nudD	EC55989_2307	-	COG1051F	GDP-mannose mannosyl hydrolase
2356638..2357603	-	321	218695675	fcl	EC55989_2308	-	COG0451MG	bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase and GDP-4-dehydro-6-L-deoxygalactose reductase
2357606..2358727	-	373	218695676	gmd	EC55989_2309	-	COG1089M	GDP-D-mannose dehydratase
2358754..2359302	-	182	218695677	wcaF	EC55989_2310	-	COG0110R	colanic acid biosynthesis acetyltransferase WcaF
2359318..2360064	-	248	218695678	wcaE	EC55989_2311	-	COG0463M	glycosyl transferase family protein
2360075..2361292	-	405	218695679	wcaD	EC55989_2312	-	-	colanic acid biosynthesis protein
2361267..2362484	-	405	218695680	wcaC	EC55989_2313	-	COG0438M	glycosyl transferase family protein
2362481..2362969	-	162	218695681	wcaB	EC55989_2314	-	COG1045E	colanic acid biosynthesis acetyltransferase WcaB
2362972..2363811	-	279	218695682	wcaA	EC55989_2315	-	COG0463M	glycosyl transferase family protein
2363989..2366151	-	720	218695683	wzc	EC55989_2316	-	COG3206M	tyrosine kinase
2366154..2366597	-	147	218695684	wzb	EC55989_2317	-	COG0394T	tyrosine phosphatase
2366603..2367742	-	379	218695685	wza	EC55989_2318	-	COG1596M	lipoprotein required for capsular polysaccharide translocation through the outer membrane
2368401..2369984	+	527	218695686	yegH	EC55989_2319	-	COG0861P	fused membrane protein ; membrane protein
2370258..2372111	-	617	218695687	asmA	EC55989_2320	-	COG2982M	assembly protein
2372133..2372714	-	193	218695688	dcd	EC55989_2321	-	COG0717F	deoxycytidine triphosphate deaminase
2372806..2373447	-	213	218695689	udk	EC55989_2322	-	COG0572F	uridine kinase
2373765..2377082	+	1105	218695690	yegE	EC55989_2323	-	COG3447T	sensor protein
2377121..2377978	-	285	218695691	alkA	EC55989_2324	-	COG0122L	3-methyladenine DNA glycosylase
2378112..2379464	+	450	218695692	yegD	EC55989_2326	-	COG0443O	chaperone
2379476..2381425	-	649	218695693	yegI	EC55989_2327	-	COG4248R	hypothetical protein
2381413..2382174	-	253	218695694	yegK	EC55989_2328	-	-	hypothetical protein
2382171..2382830	-	219	218695695	yegL	EC55989_2329	-	COG4245R	hypothetical protein
2384046..2385293	+	415	218695696	mdtA	EC55989_2330	-	COG0845M	multidrug efflux system subunit MdtA
2385293..2388415	+	1040	218695697	mdtB	EC55989_2331	-	COG0841V	multidrug efflux system subunit MdtB
2388416..2391493	+	1025	218695698	mdtC	EC55989_2332	-	COG0841V	multidrug efflux system subunit MdtC
2391494..2392909	+	471	218695699	mdtD	EC55989_2333	-	COG2814G	multidrug efflux system protein MdtE
2392906..2394309	+	467	218695700	baeS	EC55989_2334	-	COG0642T	signal transduction histidine-protein kinase BaeS
2394306..2395028	+	240	218695701	baeR	EC55989_2335	-	COG0745TK	DNA-binding transcriptional regulator BaeR
2395219..2395551	+	110	218695702	yegP	EC55989_2337	-	COG3422S	hypothetical protein
2395760..2396056	+	98	218695703	-	EC55989_2338	-	COG3609K	hypothetical protein
2396058..2396354	+	98	218695704	-	EC55989_2339	-	COG3668R	plasmid stabilisation system protein
2396457..2397818	+	453	218695705	yegQ	EC55989_2340	-	COG0826O	peptidase
2398011..2398160	-	49	218695706	-	EC55989_2341	-	-	hypothetical protein
2398148..2398465	-	105	218695707	yegR	EC55989_2342	-	-	hypothetical protein
2398880..2399779	+	299	218695708	yegS	EC55989_2343	-	COG1597IR	lipid kinase
2399861..2400640	-	259	218695709	gatR	EC55989_2344	-	COG1349KG	Galactitol utilization operon repressor
2400740..2401780	-	346	218695710	gatD	EC55989_2345	-	COG1063ER	galactitol-1-phosphate dehydrogenase
2401828..2403183	-	451	218695711	gatC	EC55989_2346	-	COG3775G	PTS system galactitol-specific transporter subunit IIC
2403187..2403471	-	94	218695712	gatB	EC55989_2347	-	COG3414G	PTS system galactitol-specific transporter subunit IIB
2403502..2403954	-	150	218695713	gatA	EC55989_2348	-	COG1762GT	PTS system galactitol-specific transporter subunit IIA
2405250..2406104	-	284	218695714	gatY	EC55989_2351	-	COG0191G	tagatose-bisphosphate aldolase
2406414..2407466	-	350	218695715	fbaB	EC55989_2352	-	COG1830G	fructose-bisphosphate aldolase
2407723..2409000	+	425	218695716	yegT	EC55989_2353	-	COG2211G	hydrophilic substrate transporter; MFS superfamily
2408997..2410001	+	334	218695717	yegU	EC55989_2354	-	COG1397O	(phospho)hydrolase
2409998..2410963	+	321	218695718	yegV	EC55989_2355	-	COG0524G	kinase
2410937..2411683	-	248	218695719	yegW	EC55989_2356	-	COG2188K	DNA-binding transcriptional regulator
2411735..2412553	-	272	218695720	yegX	EC55989_2357	-	COG3757M	membrane-bound hydrolase
2412618..2413418	-	266	218695721	thiD	EC55989_2358	-	COG0351H	phosphomethylpyrimidine kinase
2413415..2414203	-	262	218695722	thiM	EC55989_2359	-	COG2145H	hydroxyethylthiazole kinase
2414426..2414698	-	90	218695723	yohL	EC55989_2360	-	COG1937S	hypothetical protein
2414819..2415643	+	274	218695724	rncA	EC55989_2361	-	COG2215R	nickel/cobalt efflux protein RcnA
2415682..2416200	+	172	218695725	yohN	EC55989_2362	-	COG5455S	hypothetical protein
2416282..2417316	-	344	218695726	yehA	EC55989_2363	-	-	fimbrial-like adhesin protein
2417332..2419812	-	826	218695727	yehB	EC55989_2364	-	COG3188NU	outer membrane protein
2419828..2420502	-	224	218695728	yehC	EC55989_2365	-	COG3121NU	membrane-associated pilin chaperone
2420583..2421125	-	180	218695729	yehD	EC55989_2366	-	COG3539NU	fimbrial-like adhesin protein
2421418..2421699	-	93	218695730	yehE	EC55989_2367	-	-	hypothetical protein
2421962..2423071	-	369	218695731	mrp	EC55989_2368	-	COG0489D	ATPase
2423203..2425236	+	677	218695732	metG	EC55989_2369	-	COG0143J	methionyl-tRNA synthetase
2426410..2426685	+	91	218695733	insA	EC55989_2371	-	COG3677L	IS1 repressor protein InsA
2426604..2427107	+	167	218695734	insB	EC55989_2372	-	COG1662L	IS1 transposase InsAB'
2427226..2427696	-	156	218695735	yehS	EC55989_2373	-	COG4807S	hypothetical protein
2427743..2428462	-	239	218695736	yehT	EC55989_2374	-	COG3279KT	two-component response-regulatory protein YehT
2428459..2430144	-	561	218695737	yehU	EC55989_2375	-	COG3275T	sensory kinase in two-component system with YehT
2430366..2431097	+	243	218695738	mlrA	EC55989_2376	-	COG0789K	DNA-binding transcriptional regulator
2431157..2431264	+	35	218695739	yohO	EC55989_2377	-	-	hypothetical protein
2431245..2431976	-	243	218695740	yehW	EC55989_2378	-	COG1174E	transporter subunit: permease component of ABC superfamily transporter
2431981..2432907	-	308	218695741	yehX	EC55989_2379	-	COG1125E	transporter subunit: ATP-binding component of ABC superfamily transporter
2432900..2434057	-	385	218695742	yehY	EC55989_2380	-	COG1174E	transporter subunit: permease component of ABC superfamily
2434064..2434981	-	305	218695743	yehZ	EC55989_2381	-	COG1732M	transporter subunit: periplasmic-binding component of ABC superfamily
2435192..2437489	-	765	218695744	bglX	EC55989_2382	-	COG1472G	beta-D-glucoside glucohydrolase, periplasmic
2437685..2439400	+	571	218695745	dld	EC55989_2383	-	COG0277C	D-lactate dehydrogenase
2439438..2440370	-	310	218695746	pbpG	EC55989_2384	-	COG1686M	D-alanyl-D-alanine endopeptidase
2440544..2441131	-	195	218695747	yohC	EC55989_2385	-	-	inner membrane protein
2441301..2441879	+	192	218695748	yohD	EC55989_2386	-	COG0586S	inner membrane protein
2442009..2442770	-	253	218695749	yohF	EC55989_2388	-	COG1028IQR	acetoin dehydrogenase
2442823..2443911	-	362	218695750	yohG	EC55989_2389	-	COG1538MU	multidrug resistance outer membrane protein MdtQ
2444939..2445886	-	315	218695751	dusC	EC55989_2390	-	COG0042J	tRNA-dihydrouridine synthase C
2446125..2446523	+	132	218695752	yohJ	EC55989_2391	-	COG1380R	hypothetical protein
2446520..2447215	+	231	218695753	yohK	EC55989_2392	-	COG1346M	hypothetical protein
2447345..2448229	+	294	218695754	cdd	EC55989_2393	-	COG0295F	cytidine deaminase
2448379..2449098	+	239	218695755	sanA	EC55989_2394	-	COG2949S	hypothetical protein
2449101..2449340	+	79	218695756	yeiS	EC55989_2395	-	-	inner membrane protein
2449659..2450897	+	412	218695757	yeiT	EC55989_2396	-	COG0493ER	oxidoreductase
2450920..2452125	+	401	218695758	yeiA	EC55989_2397	-	COG0167F	dihydropyrimidine dehydrogenase
2452196..2453206	-	336	218695759	mglC	EC55989_2398	-	COG4211G	beta-methylgalactoside transporter inner membrane protein
2453222..2454742	-	506	218695760	mglA	EC55989_2399	-	COG1129G	galactose/methyl galaxtoside transporter ATP-binding protein
2454803..2455801	-	332	218695761	mglB	EC55989_2400	-	COG1879G	methyl-galactoside transporter subunit ; periplasmic-binding component of ABC superfamily
2456081..2457121	-	346	218695762	galS	EC55989_2401	-	COG1609K	DNA-binding transcriptional regulator GalS
2457111..2457314	+	67	218695763	-	EC55989_2402	-	-	hypothetical protein
2457263..2458420	-	385	218695764	yeiB	EC55989_2403	-	COG2311S	hypothetical protein
2458437..2459105	-	222	218695765	folE	EC55989_2404	-	COG0302H	GTP cyclohydrolase I
2459259..2459435	+	58	218695766	-	EC55989_2405	-	-	hypothetical protein
2459363..2460199	+	278	218695767	frmC	EC55989_2406	-	COG0627R	S-formylglutathione hydrolase
2460231..2462222	-	663	218695768	cirA	EC55989_2407	-	COG4771P	colicin I receptor
2462215..2462418	-	67	218695769	-	EC55989_2408	-	-	hypothetical protein
2462515..2463984	-	489	218695770	lysP	EC55989_2409	-	COG0833E	lysine transporter
2464189..2465070	-	293	218695771	yeiE	EC55989_2410	-	COG0583K	DNA-binding transcriptional regulator
2465169..2466218	+	349	218695772	yeiH	EC55989_2411	-	COG2855S	inner membrane protein
2466292..2467149	+	285	218695773	nfo	EC55989_2412	-	COG0648L	endonuclease IV
2467153..2468241	+	362	218695774	yeiI	EC55989_2413	-	COG0524G	hypothetical protein
2468297..2469547	-	416	218695775	yeiJ	EC55989_2414	-	COG1972F	sodium/proton nucleoside transporter
2469647..2470588	-	313	218695776	rihB	EC55989_2415	-	COG1957F	ribonucleoside hydrolase 2
2470757..2471416	+	219	218695777	yeiL	EC55989_2416	-	COG0664T	DNA-binding transcriptional activator YeiL
2471484..2472734	-	416	218695778	yeiM	EC55989_2417	-	COG1972F	sodium/proton nucleoside transporter
2472828..2473766	-	312	218695779	yeiN	EC55989_2418	-	COG2313Q	hypothetical protein
2473754..2474695	-	313	218695780	yeiC	EC55989_2419	-	COG0524G	hypothetical protein
2475119..2476810	-	563	218695781	fruA	EC55989_2420	-	COG1299G	PTS system fructose-specific transporter subunit IIBC
2476827..2477765	-	312	218695782	fruK	EC55989_2421	-	COG1105G	1-phosphofructokinase
2477765..2478895	-	376	218695783	fruB	EC55989_2422	-	COG4668G	bifunctional PTS system fructose-specific transporter subunit IIA/HPr protein
2479263..2480444	+	393	218695784	setB	EC55989_2423	-	COG2814G	lactose/glucose efflux system
2480441..2480827	-	128	218695785	-	EC55989_2424	-	COG0727R	hypothetical protein
2480595..2481422	+	275	218695786	-	EC55989_2425	-	COG0231J	elongation factor P
2481645..2483111	+	488	218695787	yeiQ	EC55989_2426	-	COG0246G	sugar dehydrogenase, NAD-dependent
2483229..2484215	+	328	218695788	yeiR	EC55989_2427	-	COG0523R	hypothetical protein
2484254..2484967	+	237	218695789	yeiU	EC55989_2428	-	COG0671I	undecaprenyl pyrophosphate phosphatase
2485379..2485945	+	188	218695790	spr	EC55989_2429	-	COG0791M	outer membrane lipoprotein
2486126..2487682	+	518	218695791	rtn	EC55989_2430	-	COG2200T	hypothetical protein
2487764..2489578	+	604	218695792	yejA	EC55989_2431	-	COG4166E	oligopeptide transporter subunit ; periplasmic-binding component of ABC superfamily transporter
2489579..2490673	+	364	218695793	yejB	EC55989_2432	-	COG4174R	oligopeptide transporter subunit; permease component of ABC superfamily
2490673..2491698	+	341	218695794	yejE	EC55989_2433	-	COG4239R	oligopeptide transporter subunit ; permease component of ABC superfamily transporter
